ans.dynamics.rms.Mean,ans.dynamics.rms.Std,fluctuation.peak.PeakPosMean,fluctuation.peak.PeakMagMean,fluctuation.centroid.Mean,rhythm.tmp.onsets.PeakPosMean,rhythm.tmp.onsets.PeakMagMean,rhythm.tempo.Mean,rhythm.attack.time.Mean,rhythm.attack.slope.Mean,spectral.centroid.Mean,spectral.centroid.Std,spectral.brightness.Mean,spectral.brightness.Std,spectral.spread.Mean,spectral.spread.Std,spectral.skewness.Mean,spectral.skewness.Std,spectral.kurtosis.Mean,spectral.kurtosis.Std,spectral.rolloff95.Mean,spectral.rolloff95.Std,spectral.rolloff85.Mean,spectral.rolloff85.Std,spectral.spectentropy.Mean,spectral.spectentropy.Std,spectral.flatness.Mean,spectral.flatness.Std,spectral.roughness.Mean,spectral.roughness.Std,spectral.irregularity.Mean,spectral.irregularity.Std,spectral.mfcc.1.Mean,spectral.mfcc.1.Std,spectral.mfcc.2.Mean,spectral.mfcc.2.Std,spectral.mfcc.3.Mean,spectral.mfcc.3.Std,spectral.mfcc.4.Mean,spectral.mfcc.4.Std,spectral.mfcc.5.Mean,spectral.mfcc.5.Std,spectral.mfcc.6.Mean,spectral.mfcc.6.Std,spectral.mfcc.7.Mean,spectral.mfcc.7.Std,spectral.mfcc.8.Mean,spectral.mfcc.8.Std,spectral.mfcc.9.Mean,spectral.mfcc.9.Std,spectral.mfcc.10.Mean,spectral.mfcc.10.Std,spectral.mfcc.11.Mean,spectral.mfcc.11.Std,spectral.mfcc.12.Mean,spectral.mfcc.12.Std,spectral.mfcc.13.Mean,spectral.mfcc.13.Std,spectral.dmfcc.1.Mean,spectral.dmfcc.1.Std,spectral.dmfcc.2.Mean,spectral.dmfcc.2.Std,spectral.dmfcc.3.Mean,spectral.dmfcc.3.Std,spectral.dmfcc.4.Mean,spectral.dmfcc.4.Std,spectral.dmfcc.5.Mean,spectral.dmfcc.5.Std,spectral.dmfcc.6.Mean,spectral.dmfcc.6.Std,spectral.dmfcc.7.Mean,spectral.dmfcc.7.Std,spectral.dmfcc.8.Mean,spectral.dmfcc.8.Std,spectral.dmfcc.9.Mean,spectral.dmfcc.9.Std,spectral.dmfcc.10.Mean,spectral.dmfcc.10.Std,spectral.dmfcc.11.Mean,spectral.dmfcc.11.Std,spectral.dmfcc.12.Mean,spectral.dmfcc.12.Std,spectral.dmfcc.13.Mean,spectral.dmfcc.13.Std,spectral.ddmfcc.1.Mean,spectral.ddmfcc.2.Mean,spectral.ddmfcc.3.Mean,spectral.ddmfcc.4.Mean,spectral.ddmfcc.5.Mean,spectral.ddmfcc.6.Mean,spectral.ddmfcc.7.Mean,spectral.ddmfcc.8.Mean,spectral.ddmfcc.9.Mean,spectral.ddmfcc.10.Mean,spectral.ddmfcc.11.Mean,spectral.ddmfcc.12.Mean,spectral.ddmfcc.13.Mean,timbre.zerocross.Mean,timbre.zerocross.Std,timbre.lowenergy.Mean,timbre.spectralflux.Mean,timbre.spectralflux.Std,class
0.81907,0.57267,4.8157,251.39307,4.76773,0.50153,0.26464,95.33845,0.10094,4.5953,11.26997,2.41096,0,0,12.84909,1.05745,1.0891,0.10573,3.89108,0.3691,32.24124,3.81179,19.04215,6.4642,0.66895,0.03726,0.32019,0.10046,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30426,3.45033,0.57429,0.75122,0.68521,class1
0.8579,0.51138,4.84363,226.53931,4.53433,0.44498,0.08434,97.92836,0.10317,5.38649,11.16694,2.19447,0,0,12.82994,1.11181,1.07696,0.09723,3.83562,0.33699,32.19064,3.71965,18.86497,6.3399,0.66814,0.03672,0.317,0.10228,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28687,3.43052,0.54758,0.73749,0.64435,class1
0.83414,0.552,4.82659,199.65718,4.63956,0.31432,0.20287,96.57691,0.10179,4.4814,11.20344,2.30272,0,0,12.81907,1.06756,1.08538,0.09722,3.86704,0.36492,32.26732,3.85818,19.04215,6.4642,0.66789,0.03585,0.31588,0.09931,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39121,3.54645,0.5626,0.7211,0.64645,class1
0.83663,0.54942,3.82581,157.98181,4.0975,0.3096,0.69736,55.35723,0.19556,4.75498,10.78493,1.97996,0,0,12.49218,0.96817,1.04979,0.09623,3.68987,0.37478,31.92821,3.18654,17.60747,5.20492,0.65921,0.03181,0.26269,0.11279,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74777,2.69114,0.66444,0.43315,0.53088,class1
0.86377,0.50534,4.75982,277.78412,4.72373,0.26413,0.24828,94.28277,0.10667,4.6843,11.22463,2.39812,0,0,12.79645,1.10348,1.07225,0.10449,3.81507,0.36091,32.34925,3.99927,19.15829,6.54181,0.66831,0.03809,0.31142,0.10594,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21731,3.40295,0.53589,0.72168,0.65998,class1
0.78175,0.62396,4.84461,207.29117,4.59242,0.40636,0.0685,94.88838,0.10904,1.49211,11.06075,2.01087,0,0,12.76543,1.03353,1.08295,0.10324,3.8479,0.38974,32.01284,3.48998,18.57113,6.11691,0.66625,0.03541,0.30659,0.10208,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28687,3.43052,0.59098,0.58652,0.59406,class1
0.84179,0.54065,4.81566,209.94333,4.67529,0.29387,0.11616,96.51041,0.10283,3.19386,11.21494,2.23767,0,0,12.84398,1.08845,1.08475,0.10151,3.86581,0.36365,32.21515,3.76465,18.9639,6.4102,0.66895,0.03738,0.31776,0.10147,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39121,3.54645,0.5626,0.72944,0.64016,class1
0.88334,0.47109,4.8126,262.91723,4.63469,0.23974,0.41749,94.79323,0.12767,5.43128,11.15662,2.25336,0,0,12.80001,1.1067,1.07164,0.09484,3.80782,0.33429,32.11369,3.5736,19.02743,6.45416,0.66734,0.03553,0.3113,0.10442,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37382,3.52761,0.5192,0.73314,0.6575,class1
0.86248,0.50418,4.85981,224.70486,4.64916,0.22756,0.19862,97.78749,0.09486,4.4351,11.14411,2.11974,0,0,12.80937,1.12123,1.07435,0.09378,3.8141,0.34213,32.21676,3.7676,18.99561,6.43226,0.66802,0.03695,0.31153,0.10345,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39121,3.54645,0.55259,0.73008,0.67096,class1
0.85705,0.51733,4.85163,265.24159,4.57799,0.23068,0.46641,97.82044,0.10133,5.4207,11.15314,2.10858,0,0,12.83855,1.11068,1.07912,0.09382,3.83805,0.34022,32.08472,3.5166,18.9639,6.4102,0.66817,0.0355,0.31581,0.10216,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39121,3.54645,0.55092,0.73229,0.68089,class1
0.84702,0.52965,4.80677,242.21611,4.42767,0.08864,0.42386,95.20406,0.1175,4.89808,11.19864,2.1295,0,0,12.87957,1.1235,1.08516,0.09956,3.8675,0.35645,32.24124,3.81179,19.12041,6.51681,0.66902,0.03679,0.32122,0.10107,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44338,3.60188,0.53923,0.75101,0.66568,class1
0.87504,0.48097,4.77495,252.17246,4.52691,0.48713,0.30896,94.69253,0.11617,5.61983,11.19872,2.43472,0,0,12.77646,1.10515,1.0682,0.09726,3.79583,0.3338,32.26732,3.85818,18.93781,6.39188,0.66699,0.03643,0.31021,0.10404,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25209,3.39029,0.52588,0.71617,0.66013,class1
0.86947,0.49308,4.82029,253.13986,4.5021,0.08743,1.00446,96.05284,0.1102,5.07733,11.14774,2.19365,0,0,12.79301,1.11178,1.07111,0.09443,3.80445,0.33235,32.21676,3.7676,19.074,6.48578,0.66763,0.03678,0.31165,0.10264,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30426,3.45033,0.53422,0.72356,0.6734,class1
0.84632,0.53033,4.81749,276.48594,4.70367,0.44764,0.29591,95.57369,0.11472,5.81998,11.13821,2.04396,0,0,12.84962,1.07543,1.08679,0.09194,3.86864,0.34129,32.00647,3.35654,18.83347,6.31702,0.66783,0.03364,0.31835,0.09781,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42599,3.58358,0.54424,0.73225,0.67425,class1
0.87031,0.49474,4.06083,213.77482,4.22893,0.44789,0.20552,145.99679,0.19067,5.49576,10.64904,1.75643,0,0,12.39772,0.90461,1.04164,0.09086,3.63704,0.37475,31.7717,2.80938,17.29445,4.83084,0.65652,0.02825,0.24403,0.10946,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64343,2.50977,0.70451,0.37832,0.51326,class1
0.86066,0.51135,4.82057,251.25294,4.57744,0.40582,0.35476,95.66748,0.11037,5.2939,11.21272,2.27605,0,0,12.85071,1.124,1.0773,0.10562,3.84149,0.35621,32.13689,3.61843,19.14649,6.53404,0.66891,0.03783,0.31788,0.1061,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21731,3.3492,0.53255,0.74842,0.67676,class1
0.88104,0.47208,4.82537,251.51518,4.53542,0.34672,0.32448,96.57975,0.119,5.51535,11.25833,2.56871,0,0,12.79439,1.087,1.06954,0.10048,3.80563,0.33645,32.19064,3.71965,19.2569,6.60535,0.66747,0.03567,0.31228,0.1053,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2347,3.36985,0.51419,0.73688,0.65743,class1
0.87175,0.49377,4.82841,274.23365,4.51156,0.26063,0.40856,95.90759,0.10759,5.97153,11.18457,2.27091,0,0,12.81042,1.10887,1.07534,0.09851,3.82262,0.34773,32.13689,3.61843,18.98998,6.42835,0.66766,0.03638,0.31328,0.10306,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33904,3.48936,0.52421,0.72932,0.6644,class1
0.87253,0.49223,4.80415,216.42035,4.57956,0.18574,0.30504,94.8985,0.11167,6.99326,11.2905,2.65453,0,0,12.80552,1.09566,1.06979,0.10481,3.81506,0.33579,32.29341,3.90384,19.19866,6.56806,0.6677,0.03648,0.31552,0.10532,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21731,3.3492,0.53589,0.76722,0.69582,class1
0.8665,0.50026,4.77265,190.85096,4.64685,0.20683,0.27265,97.52018,0.10979,4.89883,11.10584,2.10521,0,0,12.78358,1.11961,1.0693,0.09705,3.79619,0.34094,32.13838,3.62127,18.91722,6.37732,0.66735,0.03674,0.30894,0.10529,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35643,3.50858,0.52755,0.68991,0.64173,class1
0.86185,0.50785,4.7741,234.8409,4.62713,0.24458,0.42658,94.28132,0.11576,6.3567,11.12298,2.0527,0,0,12.82736,1.10394,1.08022,0.09564,3.84125,0.34763,32.03518,3.41635,18.7657,6.267,0.66776,0.03559,0.31523,0.10078,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33904,3.48936,0.53923,0.73362,0.67038,class1
0.8628,0.50521,4.79918,261.52013,4.52244,0.29843,0.3031,94.95535,0.12567,4.75378,11.18653,2.20585,0,0,12.85111,1.09295,1.08448,0.09657,3.86193,0.34802,32.03386,3.41363,19.04787,6.46809,0.66814,0.03504,0.31855,0.09996,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37382,3.52761,0.51753,0.73342,0.62938,class1
0.87938,0.47612,4.81204,269.78216,4.54175,0.27604,0.48561,95.8699,0.11117,5.40858,11.18765,2.4275,0,0,12.77885,1.11023,1.06572,0.10345,3.7901,0.34767,32.26902,3.86118,18.91722,6.37732,0.66724,0.03686,0.30928,0.10783,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21731,3.3492,0.52421,0.72717,0.67156,class1
0.84182,0.54377,4.84105,276.63392,4.52306,0.23072,0.06885,107.19197,0.1065,1.54664,11.1316,2.16062,0,0,12.7829,1.10198,1.07183,0.09197,3.80245,0.33095,32.13987,3.62413,18.87039,6.34382,0.66735,0.03636,0.30976,0.10186,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39121,3.54645,0.57095,0.68346,0.64154,class1
0.81694,0.57565,4.82908,240.5691,4.61724,0.1372,0.09068,98.05388,0.10574,1.8019,11.20649,2.40818,0,0,12.79293,1.08289,1.07274,0.09762,3.8177,0.33524,32.19064,3.71965,19.17851,6.555,0.6675,0.03598,0.31171,0.10463,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33904,3.48936,0.58264,0.68006,0.65183,class1
